m,m.1,kPa,Â°C,kg m-2s-1,kW m-2
0.01,1.5,2775,50.82,264,1017
0.00787,6,14710,98.48,2993,1294
0.0095,1.84,13790,203.33,4662.9,4073.11
0.01001,3,9800,207.54,1395,1210
0.00801,3,17650,169.9,2000,1368
0.0131,3,2363,43.22,727,1500
0.01075,6,13720,299.91,1010,314
0.00801,3,13730,202.91,1009,727
0.00607,0.79,7850,183.32,3208,3822
0.008,2.54,7850,154.04,1595,1646
0.00811,1,9990,300.93,2024.7,1802
0.01,1.25,3481,55.98,332,1524
0.012,1.44,294,67,200,838
0.01001,3,7000,187.63,781,1082
0.0157,2.44,1060,78,4091,4980
0.00578,3,5880,119.37,1493,1202
0.00782,3,9810,150.19,2000,1520
0.01,2,20000,181.2,649,829
0.0151,6,17650,239.66,519,377
0.00801,1,9810,179.6,2000,2980
0.01,2,14000,103.18,482,1023
0.006,0.5,304,43.48,101,577
0.01001,3,12000,228.75,2549,1439
0.00578,3,15690,280.71,4997,1615
0.0141,0.991,8616,261,1620.4,2526.8
0.008,1.6,9800,205.08,2679,2266
0.00801,3,13730,214.32,1000,699
0.00607,0.79,12750,290.66,2199,1689
0.008,2.44,14700,168.28,2173,1717
0.00801,1,6860,100.99,2000,3830
0.008,0.393,1040,64.79,4780,8758
0.0129,0.96,1608,66.46,305,2038
0.00778,6,17650,150.5,1076,490
0.01001,3,17650,336.07,544,288
0.00578,3,6860,119.03,3335,2000
0.00585,4,9800,179.5,1499,698
0.01,2,13720,104.66,411,875
0.01,1,4021,46.45,424,2282
0.00795,2,5880,139.39,985,1686
0.008,0.99,9810,298.81,1007,1330
0.0105,1.8,13790,246.98,678,883
0.00805,1,17650,322.14,3330,2198
0.00607,0.79,12750,280.53,4965,3147
0.006,0.68,101.3,29.9,52.4,280
0.01,2.5,1677,138.77,1584,1760
0.00578,3,9800,299.79,4997,1239
0.00778,6,13830,262.32,1035,310
0.00598,3.203,6945,223.25,2979.1,1196.2
0.0101,1.15,314,32.89,607,1762
0.008,2.44,9800,218.16,1590,1280
0.00951,1.73,6870,159.72,2116.7,2730
0.00996,0.96,2618,122.1,1742,4253
0.0126,3.658,6898,227.28,3814.4,2007.1
0.0101,0.6,265,37.08,199,1400
0.0141,1.524,11029,297.58,2031.3,1448
0.00996,0.96,1549,74.57,776,3137
0.01,2,14000,319.67,898,626
0.00801,1,6860,119.03,1000,2840
0.006,0.5,713,28.53,150,951
0.00795,2,11760,279.51,985,810
0.007,0.98,7093,262.19,3011,2952
0.0126,3.66,6870,277.96,2483.3,1270
0.00986,0.601,5880,98.24,2103,6370
0.00578,3,17650,239.66,3335,1390
0.00799,3,6860,244.1,1997,1215
0.01,2.25,2501,52.28,193,506
0.0108,1,13720,280.1,2011,2061
0.00776,1.04,3148,87.06,325,1330
0.00805,10.94,13720,261.2,2030,279
0.0108,3,13720,319.89,2781,835
0.0131,1.5,2942,45.06,935,3165
0.01,1.25,1402,42.99,211,993
0.01,1,14000,206.17,1241,2257
0.008,1.97,12750,214.22,1001,1029
0.00801,1,13730,243.93,500,1020
0.0128,0.91,6895,250.1,5383,3713
0.01,2,13720,126.31,2628,3256
0.00993,1.04,1589,139.07,206,986
0.0108,2,17650,178,1511,1814
0.0093,0.61,127,70.75,161.4,938
0.008,0.241,1000,88.04,5123,8996
0.0095,1.84,5516,91.67,488.7,1321.95
0.01,1.25,3501,112.61,696,2495
0.00801,3,17550,239.62,4008,2100
0.00801,3,6860,247.23,1000,833
0.00787,3,14710,178.31,1999,1267
0.0151,6,14710,301.14,1885,664
0.00805,10.94,9800,177.4,2016,420
0.0093,1.219,192,69.77,299.7,865
0.008,1.6,14700,209.12,3191,2739
0.011,6,17700,322.17,3223,813
0.0095,1.84,13790,203.89,1332.5,1444.99
0.01001,3,11760,300.77,375,366
0.0134,3.658,3485,180.98,2040.8,1831.2
0.00795,2,17650,137.3,2787,2860
0.0082,5.37,14710,198.86,2357,862
0.00795,2,7840,159.04,2004,2198
0.008,5.03,14700,324.09,2709,494
0.00998,1,8826,112.9,322,1436
0.00795,2,11760,259.3,2815,1442
0.008,0.6,107,31.36,59,361
0.00585,4,17650,341.87,1499,268
0.0128,1.93,10343,239.02,5438,3533
0.00803,6,13730,260.07,999,300
0.0113,1.829,10343,251.45,3398.1,2056.8
0.008,5.03,9800,263.88,1001,400
0.00803,3,17550,268.65,2001,1052
0.00785,1,7100,78.13,1949.5,4223
0.008,2.51,2940,203.17,996,1090
0.00776,1.04,1461,79.48,241,979
0.008,1.57,12750,260.1,2195,1553
0.01,2,14000,127.45,2405,2976
0.00795,2,7840,259.21,985,1139
0.01001,3,7000,266.22,4089,1758
0.00578,3,15690,321.57,3335,768
0.01001,3,13720,315.02,2800,907
0.0128,1.93,8274,279.52,2779.8,1722.4
0.008,0.78,4900,151.49,2706,4596
0.0131,3,2010,34.33,401,985
0.00581,1,14710,178.31,1499,2011
0.008,0.393,1510,61.33,4802,9258
0.007,0.56,5168,240.07,2888,4307
0.0108,2,5880,260.28,1095,1558
0.00999,0.6,2305,69.55,521,3900
0.008,5.03,14700,253.01,2687,823
0.0151,3.178,4972,249.45,3800,2095
0.00601,1,5100,66.09,1142.5,3272
0.00384,0.799,9800,219.26,5013,3400
0.0108,3,15690,260.71,1511,898
0.00807,0.785,14710,229.55,1603,2300
0.0078,7,17650,238.79,2772,756
0.0082,5.34,9800,77.99,1010,735
0.0104,3.8,17660,164.18,922.2,744
0.008,0.78,4900,208.16,3961,3856
0.008,0.243,500,71.58,4938,7795
0.0151,3.178,4992,213.41,3860,2309
0.008,5.03,9800,270.88,2682,701
0.011,6,9800,148.22,1003,666
0.00799,1,13730,295.77,2008,1660
0.01,1,14000,217.32,2103,3092
0.00585,4,11760,279.51,5003,1140
0.011,6,14700,290.87,1562,442
0.015,5.296,4040,180.09,668,793
0.00585,4,7840,119.86,4972,2067
0.00801,3,17650,175,500,462
0.008,1.57,12750,148.06,2201,2593
0.01,2,18000,152.56,1759,2200
0.01,1,16000,105.87,688,2302
0.00811,3.66,16010,247,253.6,185
0.006,1,110,28.81,175,464
0.00811,4,12010,315.31,2504.6,560
0.00796,1,17650,200.66,4000,5170
0.0108,1,14710,220.33,1514,2315
0.00617,0.914,6895,240.28,4122.2,3232.8
0.00607,1,2059,53.63,803,2282
0.01,1,8000,100.29,2268,5062
0.00795,2,13720,179.38,2004,1825
0.01,4.966,13720,236.13,810,455
0.00798,6,4970,164.1,2020.2,874
0.0151,4.019,6433,269.39,1490,1017
0.008,1.57,9800,158.26,1007,1639
0.00578,3,17650,177.08,1493,807
0.0082,6,11760,123.02,989,528
0.0104,3.8,19620,252.51,1200,697
0.0108,1,11760,217.43,2745,3733
0.008,3.49,4900,90.61,2004,1748
0.01001,3,20000,346.58,1521,579
0.01,1,1275,69.17,432,1985
0.00811,4,16010,337.59,1000.1,280
0.007,0.98,10234,303.33,2319,1281
0.00782,1.65,9810,286.97,3444.4,1570
0.0134,3.658,3871,227.79,1998.8,1510.2
0.00545,2.511,7030,224.2,4212.5,1690.5
0.01075,6,19610,301.73,1537,481
0.00607,0.792,7840,192.51,2199,3161
0.00796,1,9810,97.94,2000,3800
0.0128,1.93,5171,252.78,2658,2401
0.00811,1,10000,301.36,2524.9,1801
0.00796,1,17650,181.23,4000,5620
0.00581,1,7840,259.62,3353,2408
0.0108,1,13720,238.72,2748,3413
0.00998,2.5,6963,123.35,809,1490
0.01,1,16000,112.31,832,2520
0.01,2,16000,335.33,1168,629
0.01,2,11760,308.76,2094,972
0.00801,1,6860,190.76,1000,2470
0.00795,2,13720,219.33,2004,1593
0.0108,1,11760,260.33,2736,2655
0.01075,6,14710,321.16,992,260
0.01001,3,18000,256.69,488,411
0.00998,1,6963,176.03,638,2350
0.00811,2,6990,275.91,2002.6,1432
0.00811,4,4990,164.16,1251.1,996
0.01,4.966,10000,291.49,5474,1396
0.01001,3,7000,185.14,632,952
0.0104,3.8,19620,219.64,1088.9,755
0.00781,3,9900,292.88,1996,791
0.00578,2,13720,158.07,3441,2360
0.0079,1.65,11760,280.09,4534,1965
0.01,2,7000,137.46,2118,2701
0.00951,1.73,6870,228.69,4111.1,2485
0.0131,2.25,2697,30.65,290,995
0.00782,0.25,7840,158.11,2013,6838
0.00921,3.66,6870,242.95,2750,1325
0.006,0.8,511,69.56,249,843
0.01,2,10000,109.16,870,1677
0.00578,2,7840,259.62,1493,1095
0.0108,3,19610,259.99,2002,1245
0.01,1,13720,203.05,2561,3799
0.01,1,2059,51.95,615,2807
0.007,0.56,10234,307.09,2409,2109
0.008,1,13730,263.15,2007,2040
0.0141,1.524,11029,301.5,1017,1258.7
0.01,1,3285,55.35,366,1990
0.01,2,17650,147.92,1861,2334
0.00607,1,3040,49.49,784,2495
0.00998,1.5,6865,214.7,2595,2468
0.00394,1.04,2971,54.29,723,1510
0.00585,6,15690,302.32,1499,267
0.00607,0.79,9800,259.82,5004,3087
0.0108,1,6860,100.04,1996,4489
0.0152,2.456,5011,215.26,3890,2381
0.0128,1.93,10343,284.95,5315.5,2208.2
0.00811,4,12000,314.43,2012,486
0.00803,3,17650,127.35,1005,905
0.0113,1.829,10349,284.05,2016.4,1353.3
0.00811,3.66,16020,247.09,4011.9,1690
0.006,0.8,901,90.5,151,598
0.01075,5,14710,261.21,1010,471
0.01,1,14000,98.64,315,1383
0.01,4.966,16000,249.47,608,338
0.00811,3.66,4980,164.24,4984.1,2506
0.0104,3.8,14710,254.77,3444.4,1489
0.01,4.966,13720,230.5,1514,690
0.00775,1.008,7060,138.17,4000,4890
0.0108,1,17650,259.2,1514,1910
0.00607,0.79,7850,209.63,5004,4240
0.00811,2,18000,346.91,1254.8,481
0.0078,7,17650,301.67,1933,381
0.00798,6,13990,327.47,4014.6,650
0.008,3.49,17660,322.21,999,336
0.0082,5.37,13720,209.1,2357,824
0.00578,2,14710,178.31,4944,3148
0.00581,1,15690,322.54,3353,1731
0.00805,2,17650,280.98,1458,933
0.00993,1.04,1912,101.1,209,1047
0.008,0.78,7850,209.63,3972,4208
0.00798,6,12030,223.78,751.4,300
0.0104,3.8,17650,118.08,2250,1860
0.00996,0.96,1285,114.25,1198,3460
0.008,5.03,17700,208.8,1620,666
0.00601,1,1128,61.88,587,1785
0.00998,2,4021,153.4,2544,2956
0.00801,3,13730,225.35,4008,2000
0.00803,4,15690,301.41,1509,479
0.012,1.44,304,110,300,1025
0.00802,1.57,7840,246.01,2706,2110
0.0077,2.6,14710,264.49,4500,1872
0.0106,0.76,6895,133.61,1437,4259
0.01,1.75,834,88.29,839,1521
0.01,0.35,1420,46,2673.8,8170
0.01,1,8000,95.52,1720,4304
0.00811,3.66,18000,347.27,1511.1,334
0.01,1.25,3099,124.73,1465,3318
0.00798,6,4990,163.46,4011.3,1366
0.01,2,13720,325.17,1963,840
0.0129,0.96,1157,85.51,431,2413
0.01001,3,3000,128.85,389,686
0.00811,2,3040,133.89,3002.5,3248
0.008,1.57,7850,240.01,4011,2357
0.0082,5.34,17650,341.87,2283,415
0.00803,6,13720,270.38,999,274
0.0131,2.75,1667,43.21,702,1460
0.01001,3,16000,245.64,903,678
0.008,0.79,2940,75.88,995,3752
0.0082,5.37,14710,219.22,2336,793
0.0074,3.8,17650,244.82,5742,2058
0.0128,1.93,7030,184.57,1349,2271
0.01,2,4021,36.62,1019,2476
0.00999,0.6,2589,56.24,423,3435
0.01,2.25,530,48.53,206,516
0.00796,1,17650,160.81,4000,5900
0.0131,2,2305,34.61,426,1465
0.006,0.5,504,29.57,201,1118
0.012,1.2,294,32,400,1775
0.01,4.966,10000,291.31,2465,714
0.00578,3,7840,97.76,1493,1211
0.0074,3.8,9810,202.49,2561.1,1175
0.01,2,16000,126.1,893,1385
0.01077,0.864,7070,248.24,1025,2730
0.00998,1.5,6963,114.83,1662,3024
0.00795,2,9800,138.13,2804,2686
0.01,1.75,2157,63.88,298,982
0.01,2.5,775,42.61,244,533
0.0131,2,3364,45.14,612,2004
0.0151,4.018,5001,229.65,2240,1604
0.00811,3.66,19990,353.62,2495,545
0.0074,3.8,17650,262.32,1744,697
0.0108,1,7840,158.11,1996,3675
0.008,1.57,14700,290.87,3978,2269
0.0095,1.84,5516,203.33,3989.3,2934.15
0.00578,2,11760,218.54,1493,1095
0.01,2,13720,178.92,315,611
0.01,2,19610,178.64,672,836
0.00999,0.6,1079,100.32,1366,4520
0.00811,3.66,16030,247.38,2007.4,890
0.0102,2.438,6893,190.24,6766.4,3542.6
0.0077,2.1,13720,237.64,1528,1116
0.00578,2,5880,259.27,3441,1645
0.008,1.645,15690,277.15,1161,872
0.01,1.5,2157,129.65,1196,2518
0.0108,3,5880,200.47,1001,1258
0.01,1,10000,126,1006,2926
0.006,1.65,284,30.84,150,297
0.00578,2,13720,136.95,3441,2556
0.008,1,17650,339.03,2000,1270
0.00811,1,6970,275.51,2512.7,2510
0.008,5.03,12750,225.46,1603,617
0.00803,6,9810,255.81,999,340
0.0131,2.25,2599,38.74,499,1473
0.00803,3,7060,153.14,1994,1686
0.00581,1,5880,159.44,5051,4511
0.00775,1.68,14710,258.1,1496,1244
0.0108,3,17650,116.17,498,655
0.00932,3.048,11273,239.33,4101.2,1692.567
0.00578,2,13720,300.99,3706,1172
0.00578,2,5880,178.77,3441,2335
0.011,6,9800,209.09,959,538
0.00803,6,11760,187.8,999,410
0.01001,3,14000,314.93,5489,1703
0.01,2,9800,223.64,3138,2209
0.00585,4,15690,159.06,4951,1965
0.01001,3,18000,337.38,681,341
0.00782,3,9900,86.91,2000,1764
0.00998,3,8924,94.9,1087,1480
0.00617,5.182,6895,254.63,1342.4,513.3
0.0024,0.5,3100,51.19,1231,3018
0.01,4.966,14000,236.77,686,403
0.01,4.966,10000,208.34,472,420
0.00785,1,5100,83.31,2742.5,4823
0.01,1,4021,46.69,558,2865
0.01,4.966,5000,245.84,2890,1086
0.0129,0.96,2471,62.34,303,2028
0.00585,4,7840,139.9,4972,1971
0.00811,5,13990,236.47,1001.3,458
0.0108,1,17650,179.16,1514,2713
0.00993,2.08,922,79.61,524,1089
0.01001,4.966,19610,343.78,1091,277
0.00787,6,14710,58.15,1508,807
0.01146,1.727,7030,250.72,4050,2420
0.00993,3.12,1147,117.13,164,281
0.006,0.68,101.3,30.2,651.2,2052
0.01,2,10000,180.55,457,947
0.0101,0.6,265,39.24,276,1640
0.008,0.99,6860,133.19,1007,2680
0.01,2,14000,195.79,660,985
0.00795,2,11760,278.54,2815,1232
0.0151,4.013,6482,265.77,3740,1482
0.00778,6,17750,314.09,3965,880
0.0082,5.34,19610,281.86,2304,709
0.00805,3,15690,321.57,1016,410
0.00585,5,19610,218.64,5003,1488
0.00585,4,9800,118.06,3308,1464
0.0077,2.6,14710,299.5,3166.7,1093
0.01,4.966,13720,232.68,2342,897
0.0128,0.91,10343,278.63,2848,2577
0.01075,6,13720,218.22,1531,645
0.0082,5.37,14710,301.14,2010,467
0.01,2,8000,186.76,636,1287
0.0128,1.93,5171,253.18,1912,2221
0.01,4.966,15690,326.47,4789,1114
0.008,1,898,95.82,206,756
0.01,4.966,5000,165.68,2596,1465
0.0024,0.5,5100,49.8,1687,3820
0.00953,1.727,6895,233.69,4068,2457.1
0.008,1.57,17700,142.52,1012,1378
0.01,2.5,2726,135.3,1258,1769
0.01,4.966,17650,337.63,867,241
0.01,4.966,10000,290.57,490,340
0.008,1.57,2940,206.05,2195,2484
0.01,1,10000,101.78,308,1499
0.00384,0.799,7840,199.49,7460,4711
0.00578,2,7840,199.49,4944,2488
0.00598,4.8,6937,247.03,1113,461.2
0.01,4.966,15690,325.07,687,254
0.01,2,14000,128.63,2501,3088
0.01001,3,19610,263.12,1148,709
0.011,6,14700,250.07,1000,418
0.00785,1,13630,272.47,1060,1340
0.00585,4,9800,118.06,4951,1872
0.00782,0.25,6860,119.03,2013,8298
0.008,1.57,14700,178.45,1601,1884
0.01,1,10000,135.91,1633,3776
0.008,0.97,9800,283.87,3978,2162
0.01075,6,15690,320.6,992,290
0.01,1.75,2824,134.35,1350,2486
0.0077,2.6,14710,255.82,1030.6,744
0.00811,2,2980,133.85,2499,2915
0.01001,3,13720,242.36,3650,1975
0.01001,3,17650,256.27,5528,2921
0.00787,6,14710,137.7,2993,1173
0.01,2,14000,122.47,1825,2420
0.008,1,107,62.69,101,382
0.0108,2,13720,320.84,1083,710
0.00785,1,13730,217.2,1977,2560
0.00384,0.799,7840,229.87,4054,2840
0.00803,3,17650,280.98,2809,1279
0.0082,5.34,19610,301.73,2294,628
0.00932,3.048,13893,254.62,2049.3,1020.773
0.00785,3,17650,86.98,1965,1823
0.00999,0.6,2148,96.32,1030,4893
0.00811,3,14010,236.64,501,437
0.0151,4.017,4982,206.86,2280,1773
0.00805,1,15690,321.57,3319,1907
0.00811,5,10000,210.56,1252.1,586
0.00607,0.79,17700,327.18,4024,2319
0.00795,2,11760,77.93,1495,2023
0.00607,0.79,9800,254.69,1585,2107
0.01,0.5,610,77.07,101,1042
0.0141,1.524,11029,252.05,1017,1687.7
0.008,1.6,7850,260.12,2696,1954
0.0151,4.019,5021,211.44,2250,1722
0.00998,1,7061,149.42,424,1956
0.00795,2,17650,157.77,985,1107
0.0131,2,2922,45.12,621,2016
0.01001,3,12000,219.12,562,625
0.008,1.57,2940,185,2201,2729
0.0074,3.8,17660,309.89,4305.6,1163
0.007,0.56,3293,213.96,3401,5143
0.00801,3,6860,272.27,1000,744
0.0108,3,6860,120.21,1001,1504
0.0128,0.914,7030,270.67,2739,2521
0.00782,3,13730,152.08,2000,1357
0.00801,3,13730,302.86,500,314
0.0134,3.658,17229,307.83,2037.7,1015.2
0.01,4.966,17650,256.69,471,267
0.00601,1,3040,86.54,3075,4965
0.0093,1.829,117,71.94,119.3,313
0.00998,2,4021,158.51,1905,2421
0.01001,3,14000,315.1,6480,1975
0.00617,4.547,6895,253.4,2712,815.8
0.00607,0.79,12750,291.59,4053,2372
0.0151,4.017,4992,182.71,2290,1899
0.00578,2,14710,137.23,1493,1280
0.01,2.5,1393,83.77,563,1046
0.00811,4,3010,133.52,748.8,771
0.008,1.57,12750,322.45,1595,817
0.0104,3.8,19620,192.32,2777.8,1840
0.008,3.49,12750,320.44,1001,350
0.008,3.49,14710,248.04,999,532
0.00811,5,14000,326.49,1510.8,299
0.00585,4,6860,199.77,3328,1217
0.00578,3,14710,138.65,1493,897
0.0108,1,14710,156.96,1993,3826
0.008,1.57,9800,279.86,3250,1636
0.0141,1.27,8616,284.29,2701.2,1971.6
0.00578,3,15690,198.66,5029,2256
0.008,0.78,14700,301.07,1592,1523
0.008,1,1985,183.68,1986,3344
0.00394,2.08,1314,60.61,1280,1030
0.01,4.966,14000,316.59,1428,402
0.00775,1.008,13830,160.23,500,1170
0.00799,3,9810,183.71,1001,896
0.008,3.49,12750,72.67,2004,1545
0.00803,3,9800,299.79,1460,639
0.00805,2,15690,321.57,3330,1302
0.008,0.78,7850,208.75,1614,3054
0.008,1.57,12750,290.66,3191,1545
0.008,0.393,1510,88.53,4790,7988
0.00585,5,9800,198.8,1499,512
0.00811,3.66,14010,236.42,4986.9,1982
0.0151,6,13720,280.49,771,419
0.00581,1,11760,258.69,1499,1609
0.00811,1,12030,315.13,2004.2,1395
0.0141,1.27,11063,291.09,3381.9,2160.9
0.00805,15,13720,199.8,1527,228
0.0082,5.34,15690,331.28,1500,293
0.00799,1,9810,163.23,1001,2340
0.01,4.966,9800,207.98,595,477
0.01,4.966,11760,221.62,4018,1396
0.00798,1.65,13720,308.93,1939,1093
0.00782,3,17650,190.42,2000,1384
0.00795,2,5880,60.25,985,1965
0.01,1,13720,195.82,2002,3269
0.00622,0.914,10343,194.78,2725.6,3407
0.0129,0.96,1491,81.22,415,2426
0.00792,0.5,7840,139.43,1495,5047
0.008,1.57,12750,228.52,2707,2213
0.00585,6,6860,139.07,5003,1368
0.0108,2,6860,240.74,995,1570
0.006,0.3,308,22.89,149,1325
0.01105,1,11760,197.1,962,2220
0.0093,1.219,134,93.29,161.4,576
0.0126,3.658,6984,227.8,1298.2,1247.5
0.011,6,17700,260.27,2211,818
0.008,1,2004,145.07,3033,4367
0.0082,5.34,19610,116.51,1010,581
0.00578,3,13720,137.89,4997,2488
0.00795,0.597,6895,190.27,1789.9,4101
0.00607,0.79,14700,312.16,999,994
0.00558,0.432,7030,253.81,4050,4130
0.01001,3,13720,315.51,668,427
0.0152,2.456,5001,263.96,1530,741
0.008,0.78,4900,148.7,1634,4051
0.00384,1.55,9800,203.07,3984,2013
0.00811,2,15950,247.35,2516,1772
0.00581,1,6860,259.15,1499,2057
0.0123,0.616,550,106.23,100,860.1
0.0131,1.75,2697,32.09,336,1464
0.0128,1.93,7030,273.02,3769,1998
0.00803,6,13720,188.77,999,409
0.00558,2.007,7070,213.27,4050,2190
0.01,1,1716,54.79,279,1523
0.00585,4,17650,198.62,1499,618
0.01075,6,15690,238.73,2020,767
0.01,1,3158,55.24,366,1995
0.01,1.25,2834,105.3,716,2506
0.00801,3,6860,190.76,4008,2202
0.01,1,824,119.53,1070,3000
0.00795,2,9800,198.35,2004,1756
0.0152,2.456,4992,242.06,2120,2148
0.00558,1.727,7030,280.69,1755,1300
0.01,2,1294,40.47,173,515
0.01,4.966,14000,236.56,1959,801
0.0093,1.219,192,76.21,299.7,865
0.00796,1,6860,100.04,4000,6210
0.01,2,3207,59.32,345,995
0.00811,4,14010,327.59,998.5,309
0.00578,3,6860,38.75,1493,1429
0.008,1.645,15690,281.89,2802,1802
0.00925,3.05,6870,225.88,4000,2050
0.008,0.78,9800,253.65,4972,3720
0.00775,1.008,17650,218.17,2000,2760
0.00578,2,15690,178.32,1493,1126
0.00811,2,12020,314.9,2514.7,907
0.00617,5.512,6895,250.52,2671.3,706.9
0.00998,3,6963,106.29,583,1012
0.00776,1.04,3678,73,222,930
0.00585,5,9800,139.08,5003,1523
0.00803,6,9810,161.38,999,490
0.01001,3,9800,214.64,5045,2398
0.00578,3,9800,299.79,3314,788
0.00384,1.55,9800,260.84,3984,1526
0.0104,3.8,19610,217.75,1089,755
0.00607,0.792,14710,301.14,1604,1370
0.01262,2.743,6964,248.77,664.4,1087.1
0.0108,1,13730,139.87,2002.8,4221
0.01,1,3521,48.34,270,1523
0.008,1,509,45.75,148,630
0.00578,2,17650,136.36,5050,3919
0.01,2,17650,340.94,1125,610
0.0151,6,11760,299.7,775,360
0.0131,1.5,3256,37.05,436,2053
0.00996,0.96,2010,128.38,1522,3943
0.008,1.57,7850,280.19,4000,1953
0.00787,6,14710,197.73,3010,994
0.00792,0.5,7840,240.12,993,3209
0.00803,3,6860,144.22,997,1175
0.00807,0.778,14710,290.94,1011,1269
0.00617,2.743,6895,238.16,4108.7,1734.7
0.008,3.49,14710,146.89,999,747
0.01,2,12000,104.14,381,906
0.01262,3.658,6757,218.07,1383.1,1281.1
0.0128,1.93,7030,158.13,1353,2418
0.011,6,12750,249.92,3164,982
0.01,2,17650,158.24,683,990
0.0082,5.34,17650,302.77,2294,583
0.01001,3,9800,289.49,742,624
0.00795,2,11760,259.3,2004,1244
0.01,2,3000,218.61,3191,2416
0.01075,4,19610,322.51,2773,981
0.0151,6,14710,239.72,775,484
0.00778,6,17750,277.85,4016,1000
0.0108,1,14710,158.13,1514,3375
0.01001,3,15690,238.73,706,586
0.0141,0.991,11029,280.21,2005.5,2214.5
0.00801,1,6860,92.17,500,1880
0.01,2.25,1873,66.87,430,1025
0.00801,3,17650,314.02,4000,1424
0.00607,0.79,9800,299.79,4975,1967
0.00998,3,6963,163.6,681,1003
0.0108,1,6860,159.37,1987,3733
0.0082,5.37,14710,301.14,1989,459
0.0141,1.524,11029,302.55,1015.6,1302.8
0.0051,2.6,11790,148.53,2000,1175
0.00781,3,6960,234.19,1085,971
0.01,2,13720,195.37,1161,1388
0.0141,1.524,12476,283.8,1623.1,1536.3
0.011,6,17700,291.34,2129,688
0.0129,0.96,1069,70.36,328,1959
0.00607,0.79,12750,239.74,3208,3008
0.0146,6,15690,301.41,2023,731
0.01,2.5,2442,134.99,1319,1766
0.01,4.966,18000,254.16,839,394
0.01,2,14000,102.23,307,728
0.01,2,7000,188.99,5767,3674
0.00951,1.73,6870,247.76,4027.8,2370
0.00998,2,7944,144.81,1214,1944
0.00785,1,13730,177.4,1983,2990
0.0128,1.93,7030,97.81,1898,3117
0.01,1,14000,199.19,1314,2394
0.01075,5,14710,281.12,1010,427
0.0141,1.27,8616,273.15,2694.4,2208.2
0.01,2,12000,107,617,1253
0.0112,3.05,10446,306.47,6794,2208
0.0108,1,11760,218.54,1514,2435
0.0077,1.1,11760,201.61,997,1686
0.0151,6,14710,260.17,1015,545
0.008,3.49,14710,183.59,999,677
0.00578,3,6860,119.03,4966,2570
0.0074,3.8,9810,164.16,1980.6,1175
0.01001,3,14000,247.45,1574,979
0.00953,1.727,6964,226.5,5424,2736.3
0.01146,1.727,7100,253.93,4050,2440
0.01001,3,10000,210.12,638,778
0.00801,1,9810,124.08,2000,3490
0.00394,2.08,2010,53.01,1894,1438
0.00776,2.08,1952,110.51,525,983
0.00776,2.08,1873,98.09,349,739
0.00811,5,7020,185.6,1510.5,822
0.00811,5,18010,347.09,1499.2,257
0.0108,5.8,11760,290.19,1504,418
0.00998,1,7110,122.98,1953,4273
0.01,4.966,15690,326.47,5387,1240
0.008,1.57,17700,265.45,3989,2795
0.00998,3,6963,181.29,1470,1504
0.00558,0.432,7000,210.49,4105,5460
0.01001,3,11760,222.49,1607,1119
0.00607,0.79,14700,290.87,4014,2696
0.00801,3,13730,254.05,1000,625
0.0108,2,17650,323.28,1514,831
0.00803,6,17950,162.83,998,460
0.00617,2.743,6895,249.48,2739.1,1265.3
0.01,1,14000,124.37,1320,3352
0.00581,1,7840,260.22,1499,1955
0.008,1.645,15690,160.46,1940,2302
0.00993,2.08,1706,132.15,533,1171
0.0108,1,7840,279.14,1990,2363
0.0151,6,13720,260.19,771,466
0.0082,1.65,7850,151.01,1702.8,2291
0.01,1,14000,206.17,2004,3130
0.01,2.5,1344,130.08,1267,1525
0.00795,2,17650,76.89,1495,1942
0.00803,3,11760,279.51,2798,969
0.008,1,1002,76.45,1002,2447
0.0134,3.658,13862,287.37,2045,936.4
0.0106,0.76,8260,155.98,1451,3943
0.0141,1.524,12407,295.67,1014.3,1183
0.00998,3.5,6963,94.62,649,985
0.0151,3.178,5001,233.27,1150,1425
0.0082,5.37,13720,260.19,1026,366
0.0108,3,9800,219.26,986,983
0.00801,1.002,13730,300.88,998,1110
0.00585,4,13720,299.91,3308,697
0.00558,1.359,7000,254.52,2025,1900
0.01075,6,19610,281.86,2033,690
0.00607,0.79,9800,209.09,1604,2491
0.01,1,14000,193.07,797,1873
0.00585,5,13720,280.49,1499,323
0.01001,3,14000,318.05,1494,590
